ISBN,Title,Author,Publisher,Department,Sell_Price,Stock_OnHand,WEBLIST_Status,Would_Sync_To_Shopify
9780744080803,15-Minute German - Learn In Just 12 Weeks,DK,DORLIN,,0.0,0,not in WEBLIST,no
9780349708393,2026 Foiled (Old Leather Collection) Midi 12-month Horizontal Softcover Flexi Dayplanner 2026 (Elastic Band Closure),PAPERBLANKS,LITBR,,17.5,0,not in WEBLIST,no
9780349707211,2026 Foiled (Old Leather Collection) Mini 12-month Day-at-a-Time Hardcover Flexi Dayplanner 2026 (Elastic Band Closure),PAPERBLANKS,LITBR,,17.5,0,not in WEBLIST,no
9780349707976,"2026 Renoir, Letter to Morisot (1892) (Embellished Manuscripts Collection) Ultra 12-month Day-at-a-Time Hardcover Flexi Dayplanner 2026 Renoir, Letter",PAPERBLANKS,LITBR,,22.5,0,not in WEBLIST,no
9780857500502,32 Programmes,ROBERTS DAVE,BANTAM,,32.0,0,not in WEBLIST,no
9781523529926,365 Cats Page A Day Calendar 2026,WORKMAN CALENDARS,WORCAL,,17.5,0,not in WEBLIST,no
9780593512296,48 Laws of Power - Special Power Edition,GREENE ROBERT,PENUSA,,0.0,0,not in WEBLIST,no
9781495069253,5-Minute Plays For Teens,HARBISON LAWRENCE,APPLAU,,41.51,0,not in WEBLIST,no
9781784783112,51 Day War - Ruin And Resistance In Gaza,BLUMENTHAL MAX,VERSO,,32.99,0,not in WEBLIST,no
9781797216591,52 Family Gardening Activities,CHRONICLE BOOKS,CHRONI,,9.99,0,not in WEBLIST,no
9780762414741,7 Habits of Highly Effective Teens - mini,COVEY SEAN,RUNMIN,,0.0,0,not in WEBLIST,no
9780979430237,9 Steps To Keep The Doctor Away - Simple Actions To Shift Your Body And Mind To Optimum Health For Greater Longevity,BUTTAR RASHID A,PUBLIK,,99.99,0,not in WEBLIST,no
9780007477159,A Game Of Thrones - 7 Book Box-set,MARTIN GEORGE RR,HARVOY,,110.0,0,not in WEBLIST,no
9780316573528,Abaddons Gate - 3 Expanse - Special Edition,COREY JAMES S A,LIONCR,,0.0,0,not in WEBLIST,no
9781108735599,Abortion And The Law In America - Roe v Wade To The Present,ZIEGLER MARY,CAMBRI,,45.95,0,not in WEBLIST,no
9781839976636,ADHD Teen Survival Guide - Your Launchpad To An Amazing Life,LAZARUS SOLI,JESSIC,,42.42,0,not in WEBLIST,no
9781912370184,Adult Puzzle Book -100 Assorted Puzzles - Volume 2,HOW2BECOME,HOW2B,,0.0,0,not in WEBLIST,no
9781492528920,Advances In Sport And Exercise Psychology,HORN THELMA S,HUMANK,,310.0,0,not in WEBLIST,no
9781926444352,Adventures of Huckleberry Finn - Paper Mill Classics,TWAIN MARK,PAPMIL,,24.99,0,not in WEBLIST,no
9780648118404,Adventures of Sherlock Holmes,DOYLE ARTHUR CONAN,SHEMOO,,0.0,0,not in WEBLIST,no
9781774021668,Adventures Of Sherlock Holmes - Paper Mill Classics,DOYLE ARTHUR CONAN,PAPMIL,,24.99,0,not in WEBLIST,no
9781926444369,Adventures Of Tom Sawyer - Paper Mill Classics,TWAIN MARK,PAPMIL,,24.99,0,not in WEBLIST,no
9781639081776,Aftermath - The Life-Changing Math That Schools Won't Teach You,DINTERSMITH TED,MISCEL,,0.0,0,not in WEBLIST,no
9780563536482,Agatha Christie Cards on the Table - Cd,CHRISTIE AGATHA,BBCAUD,,34.99,0,not in WEBLIST,no
9781853262166,Agnes Grey -  Wordsworth Classics,BRONTE ANNE,WORDSW,,13.99,0,not in WEBLIST,no
9780241472361,Aint I A Woman?,TRUTH SOJOURNER,PENCLA,,13.99,0,not in WEBLIST,no
9780958240161,Air Con - Climategate Edition,WISHART IAN,HOWLIN,,38.99,0,not in WEBLIST,no
9780837612492,Alex Zanardi - My Sweetest Victory - A Memoir of Racing Success Adversity And Courage,ZANARDI ALEX,BENTLE,,0.0,0,not in WEBLIST,no
9780953881024,Alice In Wonderland and the World Trade Center Disaster - Why the Official Story of 9/11 is a Monumental Lie,ICKE DAVID,BRILOV,,75.0,0,not in WEBLIST,no
9781786647825,Alices Adventures in Wonderland,CARROLL LEWIS,FLATRE,,59.99,0,not in WEBLIST,no
5056297205821,Alices Down The Rabbit Hole,PROFESSOR PUZZLE,PROPUZ,,49.99,0,not in WEBLIST,no
9781760654856,Alices Food A-Z,ZASLAVSKY ALICE,WALAUS,,26.99,0,not in WEBLIST,no
9781783290154,Alien - Official Movie Novelization,FOSTER ALAN DEAN,TITAN,,22.99,0,not in WEBLIST,no
9781783290178,Aliens - Official Movie Novelization,FOSTER ALAN DEAN,TITAN,,22.99,0,not in WEBLIST,no
9781405284899,Amazing Animal Homes,PACKHAM CHRIS,REDSHE,,19.99,0,not in WEBLIST,no
9781501135972,American Marxism,LEVIN MARK R,EMILY,,55.0,0,not in WEBLIST,no
9781785787058,American Sherlock - Murder Forensics And The Birth Of Crime Scene Investigation,DAWSON KATE WINKLER,ICON,,24.99,0,not in WEBLIST,no
9780375705199,Amy And Isabelle,STROUT ELIZABETH,VINTAG,,0.0,0,not in WEBLIST,no
9781537789118,Amygdalatropolis,CONNOLE EDIA,LIONCR,,0.0,0,not in WEBLIST,no
9781628736366,Anatomy Stretching And Training For Marathoners - A Step By Step Guide To Getting The Most From Your Running Workout,STRIANO PHILIP,SKYHOR,,24.99,0,not in WEBLIST,no
9780648287995,Andromeda Bond In Trouble Deep,FALKNER BRIAN,MISCEL,,0.0,0,not in WEBLIST,no
9781842120033,Anglo Saxon Chronicle,SWANTON MICHAEL,WEIDEN,,65.0,0,not in WEBLIST,no
9414740016817,Animal - Puffy Stickers,,AVAINT,,2.5,0,not in WEBLIST,no
9780140559965,Animalia,BASE GRAEME,PUFFIN,,26.0,0,not in WEBLIST,no
9781784284237,Anne of Green Gables,MONTGOMERY L M,ARCTUR,,12.99,0,not in WEBLIST,no
9780349428383,Annihilation Road,FEEHAN CHRISTINE,PIATKU,,24.99,0,not in WEBLIST,no
9781916025820,Answer,ICKE DAVID,PRIPUB,,85.0,0,not in WEBLIST,no
9414740016701,Aotearoa Bookmark,,TJWH,,3.5,0,inactive,no
9414740016725,Aotearoa Bookmark,,TJWH,,3.5,0,not in WEBLIST,no
9414740016732,Aotearoa Bookmark,,TJWH,,3.5,0,not in WEBLIST,no
9414740016749,Aotearoa Bookmark,,TJWH,,3.5,0,not in WEBLIST,no
9780833099679,Army Fires Capabilities For 2025 And Beyond,GORDON JOHN IV,RAND,,0.0,0,not in WEBLIST,no
9781804514429,"Army of the Kingdom of Italy 1805-1814 - Uniforms, Organisation, Campaigns (Revised Edition)",EDE-BORRETT STEPHEN,HELION,,0.0,0,not in WEBLIST,no
9781774021729,Around the World in Eighty Days - Paper Mill Classics,VERNE JULES,PAPMIL,,24.99,0,not in WEBLIST,no
9780768413007,Art Of Persuasion - Winning Without Intimidation,BURG BOB,MISCEL,,0.0,0,not in WEBLIST,no
9781640951198,Art of Persuasion - Winning Without Intimidation,BURG BOB,MISCEL,,90.14,0,not in WEBLIST,no
9781838575656,Art of War,TZU SUN,ARCTUR,,29.99,0,not in WEBLIST,no
9780062795557,Art Of Winnie The Pooh - How E. H. Shepard Illustrated an Icon,CAMPBELL JAMES,HARDES,,39.99,0,not in WEBLIST,no
9781452135205,"Artful Organizer - Eiffel Tower Stylish Storage for Your Pens, Pencils, and More!",CHRONICLE BOOKS,CHRONI,,24.99,0,not in WEBLIST,no
9780300107357,Arts Of China After 1620,WATSON WILLIAM / HO CHUIMEI,YALE,,124.0,0,not in WEBLIST,no
9781849051958,ASD Workbook - Understanding Your Autism Spectrum Disorder,KERSHAW PENNY,JESSIC,,43.99,0,not in WEBLIST,no
9780804849302,Asian Kites For Kids - Make And Fly Your Own Asian Kites,HOSKING WAYNE,TUTTLE,,16.99,0,not in WEBLIST,no
9780593535950,Asking - New And Selected Poems,HIRSHFIELD JANE,KNOPF,,0.0,0,not in WEBLIST,no
9781846043130,Astrology Decoded - a step by step guide to learning astrology,FAREBROTHER SUE MERLYN,RIDER,,49.99,0,not in WEBLIST,no
9780192733412,At Home With French,IRWIN JANET,OXFORD,,13.99,0,inactive,no
9780192734242,At Home With French,IRWIN JANET,OXFORD,,13.99,0,not in WEBLIST,no
9781481468343,Attack Of The Bayport Beast - 14,DIXON FRANKLIN W,SIMON,,0.0,0,not in WEBLIST,no
9781786030535,Audrey Hepburn - Little People Big Dreams,VEGARA MARIA ISABEL SANCHEZ,FRALIN,,22.99,0,not in WEBLIST,no
9781739608903,Avadhuta Gita - Song Of The Liberated Soul - Dattatreyas Classic Vedanta Text,MACKAY RORY B,BLUEST,,0.0,0,not in WEBLIST,no
8053610785852,Avocado - Pencil Sharpener with Eraser,LEGAMI,LEGAMI,,6.99,0,not in WEBLIST,no
9781839643040,Baby Pink Artisan Pocket Journal (Flame Tree Journals),FLAME TREE STUDIO,FLATRE,,19.99,0,not in WEBLIST,no
9780241439463,Baby Touch - My First Book,,LADYBI,,24.0,0,inactive,no
9780415118996,Bakhtinian Thought - Intro Read,DENTITH SIMON,ROUTLE,,86.99,0,not in WEBLIST,no
9781481400060,Battle Of Bayport - 6,DIXON FRANKLIN W,ALADDI,,0.0,0,not in WEBLIST,no
9781846015854,"Be A Narwhal - And Be cool, be confident, be in control",FORD SARAH,OCTOPU,,9.99,0,not in WEBLIST,no
9781506747200,Beasts of the Four Nations - Creatures from Avatar - The Last Airbender and The Legend of Korra,KONIETZKO BRYAN,DARKHO,,0.0,0,not in WEBLIST,no
9781925240238,Beauty Is A Wound,KURNIAWAN EKA,TEXT,,37.0,0,not in WEBLIST,no
9781454926689,Beginners Crossword Dictionary - Everything You Need to Know to Start Solving Crosswords with Confidence,NEWMAN STANLEY,STERLI,,30.0,0,inactive,no
9780781813815,Beginners Irish With Online Audio,ROSENSTOCK GABRIEL,HIPPOC,,0.0,0,not in WEBLIST,no
9781917509015,Being Bullied - Stories From Survivors,EASON SARAH,MISCEL,,29.99,0,not in WEBLIST,no
9781788684330,Belize - Lonely Planet,LONELY PLANET,LONGLO,,39.99,0,not in WEBLIST,no
9781506711980,Berserk Deluxe Volume 1,MIURA KENTARO,DARKHO,,100.0,0,not in WEBLIST,no
9781853267482,Best Of Sherlock Holmes - Wordsworth Classics,DOYLE ARTHUR CONAN,WORDSW,,13.99,0,not in WEBLIST,no
5050457093822,Best Of The Goon Shows - No 1,SECOMBE / SELLERS / MILLIGAN,GARDCD,,14.99,0,not in WEBLIST,no
5050457100124,Best Of The Goon Shows - No 2,SECOMBE / SELLERS / MILLIGAN,GARDCD,,14.99,0,not in WEBLIST,no
9781853261893,Best Short Stories - Wordsworth Classics,DE MAUPASSANT GUY,WORDSW,,13.99,0,not in WEBLIST,no
9781788492201,Best-Loved Irish Ballads - Great Songs from the Irish Folk Tradition,BYRNE EMMA,OBRIEN,,0.0,0,not in WEBLIST,no
9781785126406,Betrayal - Power Deceit And The Fight For The Future Of The Royal Family,BOWER TOM,BLIPUB,,0.0,0,not in WEBLIST,no
9781846043109,Beyond Religion - Ethics for a Whole World,LAMA DALAI,RIDER,,40.0,0,not in WEBLIST,no
9781786076489,Beyond The Sea,LYNCH PAUL,ONEWOR,,34.99,0,not in WEBLIST,no
9780648182726,Beyond The Stethoscope - Doctors Stories Of Reclaiming Hope Heart And Healing In Medicine,MAYES LUCY,HEAPRE,,36.99,0,not in WEBLIST,no
9781623364953,Bicycling Complete Book Of Road Cycling Skills,SUMNER JASON,RODALE,,7.99,0,not in WEBLIST,no
9780395329221,Big Bad Bruce,PEET BILL,LIONCR,,0.0,0,not in WEBLIST,no
9781628856842,Big Book of Awesome Activities,KIDSBOOKS,PUBLIK,,14.99,0,not in WEBLIST,no
9780451493507,Big Sister Little Sister Red Sister - Three Women at the Heart of Twentieth-Century China,CHANG JUNG,KNOPF,,24.99,0,not in WEBLIST,no
9780952614760,Biggest Secret - The Book That Will Change the World,ICKE DAVID,BRILOV,,65.0,0,not in WEBLIST,no
602527814544,Billy Connolly - Classic Comedy - Audio,CONNOLLY BILLY,GARDCD,,14.99,0,not in WEBLIST,no
9781991079633,Black Magic - The Inspiring Story Of Why Aotearoa Sports Teams Wear Black With A Silver Fern,RILEY DAVID,DAVRIL,,0.0,0,not in WEBLIST,no
9781839647123,Black Sci Fi Short Stories,SEMTNER CHRISTOPHER,FLATRE,,59.99,0,not in WEBLIST,no
9781853260827,Bleak House - Wordsworth Classics,DICKENS CHARLES,WORDSW,,8.99,0,not in WEBLIST,no
9781872970585,Blood And Tears,,PRIPUB,,30.0,0,not in WEBLIST,no
9780606145657,Blood Promise - Vampire Academy 4,MEAD RICHELLE,LIONCR,,0.0,0,not in WEBLIST,no
9781631069703,Blue Marble (2024 Planner),MAYO LULU,FABER&,,27.99,0,not in WEBLIST,no
9780864391940,Bonsai - Its Art Science History And Philosophy,KORESHOFF DEBORAH R,BOLAPR,,0.0,0,not in WEBLIST,no
9781789292268,Book Of Senior Moments,KLEIN SHELLEY,MICOMA,,0.0,0,not in WEBLIST,no
9783836578691,Bosch - The Complete Works,FISCHER STEFAN,TASCHE,,140.0,0,not in WEBLIST,no
8053608955588,Botanica - Small Calendar 2026,EDIZIONI DARTE,EDIZIO,,11.5,0,not in WEBLIST,no
9781915628305,Bound - A Memoir Of Making And Remaking,BALLARD MADDIE,******,,0.0,0,not in WEBLIST,no
9781481468312,Bound For Danger - 13,DIXON FRANKLIN W,ALADDI,,0.0,0,not in WEBLIST,no
9781608879212,Bowie - Album by Album,HEWITT PAOLO,INSEDI,,37.99,0,not in WEBLIST,no
9781452113272,Box World Adventures,,CHRONI,,19.99,0,not in WEBLIST,no
9781948836135,Boy Crisis - Why Our Boys Are Struggling and What We Can Do About It,FARRELL WARREN,BENBEL,,39.99,0,not in WEBLIST,no
9780762459773,Brain Dump - Doodles Activities And Journaling For The John,RUNNING PRESS,RUNNIN,,19.99,0,not in WEBLIST,no
9781640302785,Brain Games Trivia - Retro Trivia,PUBLICATIONS INTERNATIONAL LTD,PUBINT,,12.99,0,not in WEBLIST,no
9781789293388,"Brain Power - Everything You Need to Know for a Healthy, Happy Brain",LANGE CATHERINE DE,MICOMA,,36.99,0,not in WEBLIST,no
9781786647832,Bram Stoker Horror Stories,FLAME TREE STUDIO,FLATRE,,59.99,0,not in WEBLIST,no
9781683504450,Break Your Self Help Addiction - The 5 Keys To Total Personal Freedom,RIDGWAY BRIAN D,MORJAM,,0.0,0,not in WEBLIST,no
9781910505106,Brian Redman - Daring Drivers Deadly Tracks,REDMAN BRIAN,EVRO,,0.0,0,not in WEBLIST,no
9781611720785,Bridge Of Words - Views Across America and Japan,SATO HIROAKI,STOBRI,,49.99,0,not in WEBLIST,no
9781906672379,Britain At War,PA PHOTOS,AMMONI,,19.99,0,not in WEBLIST,no
9780099539735,Britains Royal Families - The Complete Genealogy,WEIR ALISON,VINTUK,,39.99,0,not in WEBLIST,no
9781838697013,British Columbia And The Canadian Rockies - Lonely Planet,LONELY PLANET,LONGLO,,39.99,0,inactive,no
9780812696479,Bruce Springsteen And Philosophy,,OPENCO,,19.99,0,not in WEBLIST,no
9798895650349,Builders Stone - How Jews And Christians Built The West - And Why Only They Can Save It,PHILLIPS MELANIE,LIONCR,,0.0,0,not in WEBLIST,no
6931681800457,Business Card Holder - Around The World In Eighty Days - Pink,PENGUIN MERCHANDISE,PENGUI,,34.99,0,not in WEBLIST,no
9780446673914,Caffeine Blues - Wake Up To The Hidden Dangers Of Americas Number 1 Drug,CHERNISKE STEPHEN,GRACEN,,39.99,0,not in WEBLIST,no
9780316573337,Calibans War - 2 Expanse - Special Edition,COREY JAMES S A,LIONCR,,0.0,0,not in WEBLIST,no
9780812996838,Call Sign Chaos - Learning to Lead,MATTIS JIM,BALLAN,,55.0,0,not in WEBLIST,no
9781668073315,Call To Deception - 5 Manticore Ascendant,WEBER DAVID,LIONCR,,0.0,0,not in WEBLIST,no
9781068479205,Camera Loves You Baby,JONES LUCAS,MISCEL,,0.0,0,not in WEBLIST,no
9781016770057,"Campaigns of Napoleon - Arcola, Marengo, Jena, Waterloo - The Campaign of Jena",THIERS LOUIS ADOLPHE MARIE JOSEPH,LIONCR,,0.0,0,not in WEBLIST,no
9781017587289,Campaigns of Napoleon Bonaparte of 1796-1797,FIEBEGER GUSTAV JOSEPH,LIONCR,,0.0,0,not in WEBLIST,no
9781925826494,Campus Meltdown - The Deepening Crisis In Australian Universities,COLEMAN WILLIAM O,CONCOU,,0.0,0,not in WEBLIST,no
9781398120679,Canal Boat Lives,SHAW GILL,AMBERL,,0.0,0,not in WEBLIST,no
9781872970370,Cannons Creek To Waitangi - Te Pakehas Treaty Claim For Equality,OAKLEY ANDY,WINTER,,30.0,0,not in WEBLIST,no
9414740990742,Card Games - NZ Themed,,LEATOO,,3.99,0,not in WEBLIST,no
9781529152135,Carrie Soto Is Back,JENKINS REID TAYLOR,HEINEM,,37.0,0,not in WEBLIST,no
9781445659695,Castle Douglas Through Time,SMITH MARY,AMBERL,,0.0,0,not in WEBLIST,no
9780765393623,Cat and Mouse,COYLE HAROLD,LIONCR,,0.0,0,not in WEBLIST,no
9781913074630,Cat Called Waverley,GLIORI DEBI,WALKER,,32.99,0,not in WEBLIST,no
797776039586,Cat Capers,SCHILMIL GAMES,SCHGAM,,36.99,0,not in WEBLIST,no
9781982111397,Catalogue of Shipwrecked Books - Christopher Columbus His Son And the Quest to Build the World's Greatest Library,WILSON-LEE EDWARD,SCRIBN,,24.99,0,not in WEBLIST,no
9780345513564,Cater Street Hangman - The First Charlotte and Thomas Pitt Novel,PERRY ANNE,RANINC,,0.0,0,not in WEBLIST,no
9781250164414,Caught In The Revolution,RAPPAPORT HELEN,STMARG,,24.99,0,not in WEBLIST,no
9781510776395,Cause Unknown - The Epidemic of Sudden Deaths In 2021 And 2022,DOWD ED,SKYHOR,,87.99,0,not in WEBLIST,no
9781761107269,Cautionary Tales For Excitable Girls,CASEY-HARDY ANNE,SCRIBN,,32.99,0,not in WEBLIST,no
9781788406215,Celebrating George - Three Decades Of George Michael Through The Lens,ARIS BRIAN,CASSEL,,100.0,0,not in WEBLIST,no
9781786647702,Celtic Myths And Tales - Epic Tales,JACKSON J.K,FLATRE,,39.99,0,not in WEBLIST,no
9780473361853,Champions Of Waikato Business,FOX ANDREA,PRIPUB,,39.9,0,not in WEBLIST,no
9781399603157,Chateau - Forever Home,STRAWBRIDGE DICK,SEVEND,,0.0,0,not in WEBLIST,no
9780357850671,Chemistry,DECOSTE DONALD J,BROOKS,,0.0,0,not in WEBLIST,no
9781460768013,Cher - The Memoir - Part Two,CHER,HARAUS,,55.0,0,not in WEBLIST,no
9781631069710,Cherry Blossom Spring (2024 Planner),MAYO LULU,FABER&,,27.99,0,not in WEBLIST,no
9781788286107,Childrens Human Body Encyclopedia,HIBBERT CLARE,ARCTUR,,22.99,0,not in WEBLIST,no
9781783613748,Chilling Horror Short Stories,TOWNSHEND DALE,FLATRE,,59.99,0,not in WEBLIST,no
9780714872247,China -The Cookbook,CHAN KEI LUM,PHAIDO,,70.0,0,not in WEBLIST,no
9781435169852,Chinese Myths and Folk Tales,BARNES & NOBLE,BARNES,,79.99,0,not in WEBLIST,no
9781786648013,Chords For Kids - Pick Up And Play - Quick Start Easy Diagrams,JACKSON JAKE,FLATRE,,24.99,0,not in WEBLIST,no
9417601402392,Christmas Cards - Heartkids Charity - 12 Pack,WILLIAMS SUE,OXTED,,24.99,0,not in WEBLIST,no
9781840227567,Christmas Carol - Wordsworth Classics,DICKENS CHARLES,WORDSW,,13.99,0,not in WEBLIST,no
9780712353106,Christmas Egg - A Seasonal Mystery,KELLY MARY,BRILCC,,26.99,0,not in WEBLIST,no
9414740986882,Christmas Gift Tag Stickers - Pad,,TJWH,,4.5,0,not in WEBLIST,no
9414740986912,Christmas Gift Tag Stickers - Pad,,TJWH,,4.5,0,not in WEBLIST,no
9414740034095,Christmas Label Stickers - 36 Labels,,AVAINT,,2.5,0,not in WEBLIST,no
9414740071274,Christmas Label Stickers - 60 Pieces With Glitter,,AVAINT,,3.99,0,not in WEBLIST,no
9414740994764,Christmas Stickers,,TJWH,,1.99,0,not in WEBLIST,no
9414740987032,Christmas Stickers - Stickers,,AVAINT,,1.99,0,not in WEBLIST,no
9781915770042,Class Coveted - 4,MURPHY SUSIE,SUSMU,,0.0,0,not in WEBLIST,no
9781915770028,Class Entwined - 2,MURPHY SUSIE,SUSMU,,0.0,0,not in WEBLIST,no
9781915770035,Class Forsaken - 3,MURPHY SUSIE,SUSMU,,0.0,0,not in WEBLIST,no
9420063306207,Coaster - Kowhai and Daisy,WOLFKAMP TANYA,TANWOL,,7.99,0,not in WEBLIST,no
9781910919989,Cognitive Behaviour Therapy Primer,BRANCH RHENA,PCCS,,0.0,0,not in WEBLIST,no
9781405275477,Comic Thunderbirds Brains Notebook,,MISCEL,,9.99,0,not in WEBLIST,no
9780307718280,Coming To My Senses - Making Of A Counterculture Cook,"WATERS, ALICE",CLARKS,,0.0,0,not in WEBLIST,no
9781250121844,Compass South - 1 Four Points,LARSON HOPE,SQUAR,,0.0,0,not in WEBLIST,no
9780751506679,Complete Alien Omnibus,FOSTER ALAN DEAN,SPHERE,,41.99,0,not in WEBLIST,no
9781787552739,Complete Beginners Chords For Guitar,JACKSON JAKE,FLATRE,,24.99,0,not in WEBLIST,no
9781473669185,Complete Esperanto - Learn To Read Write Speak And Understand Esperanto,OWEN TIM,JOHNMU,,102.0,0,not in WEBLIST,no
9781840221749,Complete Fairy Tales,GRIMM,WORDSW,,59.99,0,not in WEBLIST,no
9781849342322,Complete Poems and Songs of Robert Burns,BURNS ROBERT,GARDAR,,34.99,0,not in WEBLIST,no
9780241317761,Computer Coding Projects For Kids,VORDERMAN CAROL,DKCHIL,,51.99,0,not in WEBLIST,no
9781481490061,Con Artist In Paris - 15,DIXON FRANKLIN  W,ALADDI,,0.0,0,not in WEBLIST,no
9780465002054,Conflict of Visions - Ideological Origins of Political Struggles,SOWELL THOMAS,BASIC,,79.99,0,not in WEBLIST,no
9780618219087,Constantines Sword,CARROLL JAMES,HOUGHT,,0.0,0,not in WEBLIST,no
9781839643026,Copper Artisan Notebook - Flame Tree Journals,FLAME TREE STUDIO,FLATRE,,24.99,0,not in WEBLIST,no
9781557426666,Coral Island,BALLANTYNE ROBERT MICHAEL,WILSID,,0.0,0,not in WEBLIST,no
9781872970257,Corruption Of New Zealand Democracy - A Treaty Overview,ROBINSON JOHN,PRIPUB,,20.0,0,not in WEBLIST,no
9781521951910,Cosmic Egg - The Complete Theory Of A Living Universe And Everything,MUSIC IVAN,LIONCR,,0.0,0,not in WEBLIST,no
9781982176525,Countdown Bin Laden - The Untold Story Of The 247 Day Hunt to Bring the MasterMind of 9/11 to Justice,WALLACE CHRIS,SIMON&,,69.99,0,not in WEBLIST,no
9780593793466,Country of the Blind - Large Print Edition,LELAND ANDREW,DVP,,0.0,0,not in WEBLIST,no
9780473662356,Cousins,CHRISTENSEN ROBERT,CHROBE,,25.0,0,not in WEBLIST,no
9780395361719,Cowardly Clyde,PEET BILL,HOUGHT,,0.0,0,not in WEBLIST,no
9781400338801,Cowpuppy - An Unexpected Friendship And A Scientists Journey Into The Secret World Of Cows,BERNS GREGORY,HARHOR,,0.0,0,not in WEBLIST,no
9781597802314,Croning,BARRON LAIRD,NIGSHA,,34.99,0,not in WEBLIST,no
9798390948750,Crooked Cottage By The Sea,MILLER JOHN ANTHONY,LIONCR,,0.0,0,not in WEBLIST,no
9781529049893,Crow Trap - 1 Vera Stanhope,CLEEVES ANN,PAN,,24.99,0,not in WEBLIST,no
9781761341021,Cryptic Clue - 2,HAMPSON AMANDA,PENAUS,,38.0,0,not in WEBLIST,no
9780645724066,Cuddles The Cado,BAKER LISA,COTABL,,20.0,0,not in WEBLIST,no
9414740999158,Curious Kiwi Memory Game,,AVALON,,12.99,0,not in WEBLIST,no
9781481424752,Curse Of The Ancient Emerald - 9,DIXON FRANKLIN W,ALADDI,,17.99,0,not in WEBLIST,no
9781612007335,D-Day Training Pocket Manual 1944,MCNAB CHRIS,CASEMA,,29.99,0,inactive,no
9781582975894,Daily Reader - 366 Selections of Great Prose and Poetry to Inspire a Productive and Meaningful Writing Life,WHITE FRED,WRIDIG,,21.99,0,not in WEBLIST,no
9780684837895,Dangerous Summer,HEMINGWAY ERNEST,SIMON&,,0.0,0,not in WEBLIST,no
9781398720732,Dark Calories - How Vegetable Oils Destroy Our Health And How We Can Get It Back,SHANAHAN DR CATHERINE,ORISPR,,39.99,0,not in WEBLIST,no
9781783787258,Daughters of the Bamboo Grove - China's Stolen Children and a Story of Separated Twins,DEMICK BARBARA,GRANTA,,0.0,0,not in WEBLIST,no
9781681983660,David Buschs Nikon D850 Guide To Digital SLR Photography,BUSCH DAVID D,ROCNOO,,89.99,0,not in WEBLIST,no
9781509816378,Dead If You Don't - 14 Roy Grace,JAMES PETER,PAN,,19.99,0,not in WEBLIST,no
9780241623640,"Dear Dolly - On Love, Life and Friendship, Collected wisdom from her Sunday Times Style Column",ALDERTON DOLLY,FIGTRE,,40.0,0,not in WEBLIST,no
9781035036646,Death on the Lusitania - 1 Patrick Gallagher,GRAHAM R L,MACMIL,,37.99,0,not in WEBLIST,no
9781035920907,Death's End - 3 Three Body Problem - Special Edition,LIU CIXIN,HEADOF,,0.0,0,not in WEBLIST,no
9781481414067,Deception On The Set - 8,DIXON FRANKLIN W,ALADDI,,17.99,0,not in WEBLIST,no
9414740003138,Deck Of Cards - Choice,,AVAINT,,3.4,0,not in WEBLIST,no
9414740003145,Deck Of Cards - Haere Mai,,AVAINT,,3.4,0,not in WEBLIST,no
9414740003107,Deck Of Cards - Ka Pai,,AVAINT,,3.4,0,not in WEBLIST,no
9414740003114,Deck Of Cards - Kiwi As,,AVAINT,,3.4,0,not in WEBLIST,no
9414740003121,Deck Of Cards - Tiki Tour,,AVAINT,,3.4,0,not in WEBLIST,no
9780857385222,Deep Black - Death Wave,COONTS STEPHEN,QUER,,31.99,0,not in WEBLIST,no
9780702333026,Deluxe Hunger Games Collection - Boxset,COLLINS SUZANNE,SCHOLA,,0.0,0,not in WEBLIST,no
9780765808684,"Democracy - The God That Failed - The Economics And Politics Of Monarchy, Democracy And Natural Order",HOPPE HANS-HERMANN,TRANSP,,115.0,0,not in WEBLIST,no
9780571376476,Demon Copperhead,KINGSOLVER BARBARA,FABER&,,36.99,0,not in WEBLIST,no
9780738723457,Demonology of King James - Includes the Original Text of Daemonologie and News from Scotland,TYSON DONALD,LLEWEL,,48.0,0,not in WEBLIST,no
9780500016565,Derek Jarmans Garden,JARMAN DEREK,THAMES,,39.99,0,not in WEBLIST,no
9780987281029,Desert Walker - Outback Adventures With Denis Bartell,BARTELL DENIS,DOUGBA,,0.0,0,not in WEBLIST,no
9780349426730,Desolation Road,FEEHAN CHRISTINE,PIATKU,,24.99,0,not in WEBLIST,no
9781840226348,Desperate Remedies - Wordsworth Classics,HARDY THOMAS,WORDSW,,13.99,0,not in WEBLIST,no
9781789632460,Detective Deville - The Hilarious Memoirs Of A London Policeman,BUNDELL IVOR M,THECH,,0.0,0,not in WEBLIST,no
9781787556942,Detective Mysteries Short Stories,HERBERT ROSEMARY,FLATRE,,59.99,0,not in WEBLIST,no
9780994132802,Dharmas Diwali,MACGREGOR JILL,PURIRI,,25.0,0,not in WEBLIST,no
9781853262128,Diamond As Big As The Ritz And Other Stories,FITZGERALD F SCOTT,WORDSW,,13.99,0,not in WEBLIST,no
9414740013861,Diamond Gift Bag,,AVAINT,,3.5,0,not in WEBLIST,no
9780750685023,Dictionary Of Architecture And Building Construction,DAVIES NIKOLAS,ROUTLE,,282.0,0,not in WEBLIST,no
9414740011973,Dinosaur - Puffy Stickers,,AVAINT,,2.5,0,not in WEBLIST,no
