isbn,title,bookscan_maincat,bookscan_subcat,bic_code,bic_tag,assessment,tags_to_add
9780141197494,Divine Comedy - Inferno Purgatorio Paradiso,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9781982157463,Make Russia Great Again -  A Novel,Fiction,General Fiction,FHP,Thriller,RECLASSIFY,Thriller
9781849945257,Art Of Pressed Flowers And Leaves - Contemporary Techniques And Designs,,,WFW,Craft,RECLASSIFY,Craft
9781529014969,Butterfly Room,Fiction,Historical Fiction,FRH,Romance,ADD_SECONDARY,Romance
9780571362707,Snow,Fiction,General Fiction,FF,Crime Fiction,RECLASSIFY,Crime Fiction
9780473523671,Kiwi Runners Family Tree - Volume One - 1800s To 1999,Sport,General Sport And Fitness,BGS,Biography,ADD_SECONDARY,Biography
9780143795452,Champagne War,Fiction,Historical Fiction,FRH,Romance,ADD_SECONDARY,Romance
9780241996782,"AZADI - Fascism, Fiction and Freedom in the Time of the Virus",History And Politics,History,JPV,Politics,ADD_SECONDARY,Politics
9781509851300,Nothing Ventured - 1 William Warwick,Fiction,Historical Fiction,FFH,Crime Fiction,ADD_SECONDARY,Crime Fiction
9781760760816,Flower Expert - Ideas and inspiration for a life with flowers,,,WFW,Craft,RECLASSIFY,Craft
9780198614494,Little Oxford Thesaurus,Reference,General,CBF,Languages,RECLASSIFY,Languages
9780141984667,Government of No One - The Theory and Practice of Anarchism,History And Politics,History,JPFB,Politics,ADD_SECONDARY,Politics
9781911547600,Dry Heart,Fiction,General Fiction,FYT,Translated Fiction,RECLASSIFY,Translated Fiction
9781786496669,Fifty Years On -  The Troubles and the Struggle for Change in Northern Ireland,History And Politics,History,BM,Biography,ADD_SECONDARY,Biography
9782330120375,Nicole de Vesian - Gardens - Modern Design in Provence,,,AMV,Architecture,RECLASSIFY,Architecture
9780199534821,Pocket Oxford Thesaurus,Reference,Thesaurus,CBF,Languages,ADD_SECONDARY,Languages
9780199607914,Colour Oxford English Dictionary,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9780198614494,Little Oxford Thesaurus,Reference,Thesaurus,CBF,Languages,ADD_SECONDARY,Languages
9780199601080,Concise Oxford English Dictionary,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9780199571123,Oxford Dictionary of English,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9781760642228,Australia And New Zealand - Quarterly Essay 80,History And Politics,History,JPB,Politics,ADD_SECONDARY,Politics
9780099580881,Officer And A Spy,Fiction,Crime Fiction,FV,Historical Fiction,ADD_SECONDARY,Historical Fiction
9781922400277,Dictionary Of Lost Words,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9781529349795,Dolly Parton - Songteller My Life in Lyrics,The Arts,Music And Performing Arts,BGFA,Biography,ADD_SECONDARY,Biography
9781780724829,Wake Up Call - Why The Pandemic Has Exposed The Weakness Of The West And How To Fix It,History And Politics,History,JP,Politics,ADD_SECONDARY,Politics
9780199640942,Paperback Oxford English Dictionary,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9781853267871,Inferno,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9780198705185,Oxford Dictionary of Synonyms and Antonyms,Reference,Dictionaries,CBF,Languages,ADD_SECONDARY,Languages
9780747568766,Just Kids,The Arts,Music And Performing Arts,BGFA,Biography,ADD_SECONDARY,Biography
9781501103766,This Was Not the Plan,Fiction,General Fiction,FR,Romance,RECLASSIFY,Romance
9780857503626,Past Tense - 23 Jack Reacher,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9780857503619,Midnight Line - 22 Jack Reacher,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781474618267,My Life In Red And White,Sport,General Sport And Fitness,BGSA,Biography,ADD_SECONDARY,Biography
9780241502204,Breathless,Fiction,General Fiction,YFM,"Childrens Fiction, Romance",RECLASSIFY,"Childrens Fiction, Romance"
9780008409333,Times Great Quotations - Famous Quotes To Inform Motivate And Inspire,Reference,General,CB,Languages,RECLASSIFY,Languages
9780099549482,To Kill A Mockingbird - 50th Anniversary Edition,Fiction,General Fiction,FC,Classics,RECLASSIFY,Classics
9780199230884,Oxford Dictionary and Thesaurus,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9780199534814,Little Oxford Dictionary and Thesaurus,Reference,Thesaurus,CBD,Languages,ADD_SECONDARY,Languages
9780199534814,Little Oxford Dictionary and Thesaurus,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9780141395432,Burmese Days,Fiction,General Fiction,FC,Classics,RECLASSIFY,Classics
9780063011953,News Of The World - Film Tie In,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9781529014969,Butterfly Room,Fiction,General Fiction,FRH,Romance,RECLASSIFY,Romance
9781849944519,100 Books That Changed The World,Reference,General,HBG,History,RECLASSIFY,History
9781797205465,Working From Home With A Cat,Fiction,General Fiction,WH,Humour,RECLASSIFY,Humour
9781035034246,Fall Of Giants - 1 The Century Trilogy,Fiction,Crime Fiction,FV,Historical Fiction,ADD_SECONDARY,Historical Fiction
9781785781414,Fucking Apostrophes,Reference,General,CBG,Languages,RECLASSIFY,Languages
9781509523412,Should We Control World Population?,History And Politics,History,JPA,Politics,ADD_SECONDARY,Politics
9781783965298,Secret Life of Books - Why They Mean More Than Words,Reference,General,DSB,Classics,RECLASSIFY,Classics
9781782275862,At Night All Blood is Black,Fiction,General Fiction,FYT,Translated Fiction,RECLASSIFY,Translated Fiction
9781988592510,Bus Stops On The Moon,The Arts,Music And Performing Arts,BM,Biography,ADD_SECONDARY,Biography
9781460753569,Border,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781408871775,Lincoln In The Bardo,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9781782276036,Kasebier Takes Berlin,Fiction,General Fiction,FC,Classics,RECLASSIFY,Classics
9780241416419,Nineteen Eighty Four,Fiction,General Fiction,FC,Classics,RECLASSIFY,Classics
9780140448061,Pillow Book - Penguin Black Classics,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9780857503770,No Middle Name - The Complete Collected Jack Reacher Stories,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781607107354,Persuasion,Fiction,Classics,FRH,Romance,ADD_SECONDARY,Romance
9781607109464,Emma,Fiction,Classics,FRH,Romance,ADD_SECONDARY,Romance
9781509532322,Literature - Why It Matters,Reference,General,DSB,Classics,RECLASSIFY,Classics
9780393356250,Odyssey,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9781472223821,Hamnet,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9780349010168,"Woman Of No Importance - The Untold Story Of Virginia Hall, WWII's Most Dangerous Spy",History And Politics,History,BGH,Biography,ADD_SECONDARY,Biography
9781784883508,Resident Dog - Volume 2 -  Incredible Dogs and the International Homes They Live In,The Arts,Art,AJ,Photography,ADD_SECONDARY,Photography
9780099515050,Silver Pigs - 1,Fiction,Historical Fiction,FFH,Crime Fiction,ADD_SECONDARY,Crime Fiction
9781405942676,Prodigal Son - 6 Orphan X,Fiction,Crime Fiction,FHD,Thriller,ADD_SECONDARY,Thriller
9781509853342,Me - Elton John Official Autobiography,The Arts,Music And Performing Arts,BGFA,Biography,ADD_SECONDARY,Biography
9781787131200,Wreaths -  Fresh Foraged And Dried Floral Arrangements,,,WFW,Craft,RECLASSIFY,Craft
9780143775300,Family Trusts - Revised and Updated - The Must-Have New Zealand Guide,Sciences,Business,KFFD1,Economics,ADD_SECONDARY,Economics
9781913183950,Culture Warlords - My Journey into the Dark Web of White Supremacy,History And Politics,History,JPFQ,Politics,ADD_SECONDARY,Politics
9781784700447,Memory Police,Fiction,General Fiction,FH,Thriller,RECLASSIFY,Thriller
9781631066467,Complete Tales of HP Lovecraft - 3 Timeless Classics,Fiction,Classics,FKC,Horror,ADD_SECONDARY,Horror
9780141397603,Anthem For A Doomed Youth - 50 Penguin Little Black Classics,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9781787302662,How To Spot A Fascist,History And Politics,History,JPFQ,Politics,ADD_SECONDARY,Politics
9780241443934,Colour Out Of Space,Fiction,Science Fiction and Fantasy,FKC,Horror,ADD_SECONDARY,Horror
9781624143649,"Foraged Flower Arranging - A Step-by-Step Guide to Creating Stunning Arrangements from Local, Wild Plants",,,WFW,Craft,RECLASSIFY,Craft
9783037681961,Pink Up Your Life - The World Of Pink Design,The Arts,Art,AMR,Architecture,ADD_SECONDARY,Architecture
9781473666566,My Garden World - The Natural Year,,,BM,Biography,RECLASSIFY,Biography
9781616898274,"Conservatory -  A Celebration of Architecture, Nature, and Light",,,AMC,Architecture,RECLASSIFY,Architecture
9780241453513,Nineteen Eighty Four,Fiction,General Fiction,FC,Classics,RECLASSIFY,Classics
9780241482612,Consequences Of Capitalism - Manufacturing Discontent And Resistance,History And Politics,History,JP,Politics,ADD_SECONDARY,Politics
9780552177429,Sentinel -  25 Jack Reacher,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781440347184,Creative Visualization For Writers,Reference,General,CBW,Languages,RECLASSIFY,Languages
9784805312322,Keikos Ikebana - A Contemporary Approach To The Traditional Japanese Art Of Flower Arranging,,,WFW,Craft,RECLASSIFY,Craft
9781509851348,Hidden In Plain Sight - 2 William Warwick,Fiction,Historical Fiction,FFH,Crime Fiction,ADD_SECONDARY,Crime Fiction
9780061374852,Jamie Duries The Outdoor Room,,,WK,General Sport And Fitness,RECLASSIFY,General Sport And Fitness
9780553824506,Body Double - 4 Rizzoli And Isles,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9780732292843,Nothing to Envy - Life Love and Death in North Korea,History And Politics,History,JPV,Politics,ADD_SECONDARY,Politics
9781760980078,Hormone Repair Manual - Every Womans Guide To Healthy Hormones after 40,Well Being,Health,VS,Psychology,ADD_SECONDARY,Psychology
9780316395007,Fellside,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9780008274986,Splendid And The Vile - A Saga Of Churchill Family And Defiance During The Blitz,History And Politics,History,BGH,Biography,ADD_SECONDARY,Biography
9780764137631,Barrons German-English Dictionary - Worterbuch Deutsch-Englisch,Reference,Dictionaries,CBDX,Languages,ADD_SECONDARY,Languages
9781441100849,Ovids Metamorphoses - A Readers Guide,Reference,General,DSBB,Classics,RECLASSIFY,Classics
9780141196381,Small Town In Germany - Penguin Modern Classics,Fiction,Crime Fiction,FHD,Thriller,ADD_SECONDARY,Thriller
9780241965184,Delicate Truth,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9780393608571,Spy Named Orphan - The Enigma of Donald Maclean,History And Politics,History,BGH,Biography,ADD_SECONDARY,Biography
9781474610568,Under Occupation,Fiction,Historical Fiction,FHD,Thriller,ADD_SECONDARY,Thriller
9780241339848,Glittering City - 32 Penguin Modern,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9781838770617,To Keep You Safe,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9780241322444,Naive And Sentimental Lover,Fiction,Crime Fiction,FHD,Thriller,ADD_SECONDARY,Thriller
9780141189383,Alone in Berlin,Fiction,General Fiction,FC,Classics,RECLASSIFY,Classics
9781787472594,Man With No Face,Fiction,Crime Fiction,FHP,Thriller,ADD_SECONDARY,Thriller
9781471151262,North Water,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9781405935999,Whisper Man,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781405922609,Stranger,Fiction,General Fiction,FFH,Crime Fiction,RECLASSIFY,Crime Fiction
9781784700379,Beautiful Animals,Fiction,General Fiction,FH,Thriller,RECLASSIFY,Thriller
9781594746031,Miss Peregrines Home For Peculiar Children - 1 Miss Peregrines Peculiar Children,Fiction,General Fiction,YFD,"Childrens Fiction, Horror",RECLASSIFY,"Childrens Fiction, Horror"
9780008329679,Bad Blood - A Memoir 4th Estate Matchbook Classics,Fiction,General Fiction,BM,Biography,RECLASSIFY,Biography
9780241980385,Cannery Row,Fiction,General Fiction,FC,Classics,RECLASSIFY,Classics
9781846974373,Abbess Of Crewe,Fiction,General Fiction,FF,Crime Fiction,RECLASSIFY,Crime Fiction
9781846974366,Hothouse By The East River,Fiction,General Fiction,FF,Crime Fiction,RECLASSIFY,Crime Fiction
9780473375430,Second Time Around,Fiction,General Fiction,FRD,Romance,RECLASSIFY,Romance
9781447288442,Angel Tree,Fiction,Historical Fiction,FRD,Romance,ADD_SECONDARY,Romance
9781509840151,Sun Sister - 6 Seven Sisters,Fiction,Historical Fiction,FRD,Romance,ADD_SECONDARY,Romance
9781509840151,Sun Sister - 6 Seven Sisters,Fiction,Historical Fiction,FRD,Romance,ADD_SECONDARY,Romance
9781509840076,Pearl Sister - 4 Seven Sisters,Fiction,Historical Fiction,FRD,Romance,ADD_SECONDARY,Romance
9781509840113,Moon Sister - 5 Seven Sisters,Fiction,Historical Fiction,FRD,Romance,ADD_SECONDARY,Romance
9781529003451,Seven Sisters - 1 Seven Sisters,Fiction,Historical Fiction,FR,Romance,ADD_SECONDARY,Romance
9781529005240,Shadow Sister - 3 Seven Sisters,Fiction,Historical Fiction,FRH,Romance,ADD_SECONDARY,Romance
9781035012305,Dark Fire - 2 Shardlake,Fiction,Historical Fiction,FF,Crime Fiction,ADD_SECONDARY,Crime Fiction
9781509880799,Blood And Sugar,Fiction,Historical Fiction,FFH,Crime Fiction,ADD_SECONDARY,Crime Fiction
9780008119140,Fire Court,Fiction,Historical Fiction,FFH,Crime Fiction,ADD_SECONDARY,Crime Fiction
9780241391853,Animal Farm - The Graphic Novel,Fiction,General Fiction,FXL,Graphic Novels,RECLASSIFY,Graphic Novels
9780753553169,2020 Commission Report On The North Korean Nuclear Attacks Against The United States,Fiction,General Fiction,HBAH,History,RECLASSIFY,History
9781250619563,Jacobs Ladder - A Novel,Fiction,General Fiction,FHP,Thriller,RECLASSIFY,Thriller
9780007554782,King Of The North Wind - The Life of Henry II in Five Acts,History And Politics,History,BGH,Biography,ADD_SECONDARY,Biography
9781471192937,When Time Stopped - A Memoir Of My Fathers War And What Remains,History And Politics,History,BGH,Biography,ADD_SECONDARY,Biography
9780008220563,Hillbilly Elegy - A Memoir Of A Family And Culture In Crisis,History And Politics,History,BM,Biography,ADD_SECONDARY,Biography
9780198833529,World Peace - And How We Can Achieve It,History And Politics,History,JPS,Politics,ADD_SECONDARY,Politics
9780754828990,Kings And Queens of Ancient Britain,History And Politics,History,BGH,Biography,ADD_SECONDARY,Biography
9781452125992,Pretty Packages - 45 Creative Gift Wrapping Projects,,,WFT,Craft,RECLASSIFY,Craft
9780140424386,Canterbury Tales,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9781435167391,Prophet,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9780241251744,Stolen White Elephants - 88 Penguin Little Black Classics,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9781853261879,Rubaiyat Of Omar Khayyam,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9780008415815,Rigged - America Russia And 100 Years Of Covert Electoral Interference,History And Politics,History,JPZ,Politics,ADD_SECONDARY,Politics
9781405930635,Winter Agent,Fiction,Crime Fiction,FV,Historical Fiction,ADD_SECONDARY,Historical Fiction
9781489421517,Barefoot Investor Audio - The Only Money Guide You'll Ever Need,Sciences,Business,KFFM,Economics,ADD_SECONDARY,Economics
9780071398732,Schaums Easy Outline - Principles of Economics,Sciences,Business,KC,Economics,ADD_SECONDARY,Economics
9781409180333,Witness X,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781529118599,That Reminds Me,Fiction,General Fiction,DCF,Poetry,RECLASSIFY,Poetry
9781784876807,Cry Of The Owl,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781784876760,Talented Mr Ripley - 1 Ripley,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781472139436,Seriously Funny And Other Oxymorons,Reference,General,WHX,Humour,RECLASSIFY,Humour
9781631065309,Grit And Grace - Uncommon Wisdom for Inspiring Leaders Designed to Make You Think,Reference,General,JFSJ1,Sociology,RECLASSIFY,Sociology
9781452176895,Hollywood Book Club,Reference,General,AJCP,Photography,RECLASSIFY,Photography
9781925820157,Finding True Connections - How To Learn And Write About A Family Members History,Reference,General,CBV,Languages,RECLASSIFY,Languages
9781782127789,Words From The Heart - Card Greetings for Every Occasion,Reference,General,CBV,Languages,RECLASSIFY,Languages
9780199666157,Pocket Oxford English Dictionary,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9780199658237,Oxford Dictionary of English Grammar,Reference,Dictionaries,CBX,Languages,ADD_SECONDARY,Languages
9780008210717,Collins New Zealand School Dictionary and Thesaurus,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9780008309428,Collins English Essential Dictionary,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9780008251055,Collins English Dictionary Reference Edition,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9780008309404,English Dictionary And Thesaurus - Essential Edition,Reference,Dictionaries,CBD,Languages,ADD_SECONDARY,Languages
9781473612785,Shakespeare - A Complete Introduction,Reference,General,DSGS,Classics,RECLASSIFY,Classics
9781495011764,Kids Comedic Monologues That Are Actually Funny,Reference,General,YNDS,Childrens Non Fiction,RECLASSIFY,Childrens Non Fiction
9781495011795,Best Scenes For Kids Ages 7-15,Reference,General,YNDS,Childrens Non Fiction,RECLASSIFY,Childrens Non Fiction
9780879101886,Childsplay - Collection Of Scenes And Monologues For Children,Reference,General,YND,Childrens Non Fiction,RECLASSIFY,Childrens Non Fiction
9780763740474,100 Questions And  Answers About Gastroesophageal Reflux Disease GERD,Well Being,Health,VFJB,Psychology,ADD_SECONDARY,Psychology
9781616891213,Tree Gardens,,,AMV,Architecture,RECLASSIFY,Architecture
9781631591358,Being With Flowers - Floral Art As Spiritual Practice,,,WFW,Craft,RECLASSIFY,Craft
9781570617669,Petal And Twig,,,WFW,Craft,RECLASSIFY,Craft
9781568987330,Surface Subsurface,,,AM,Architecture,RECLASSIFY,Architecture
9781784722968,Grow Your Own For Kids,,,YNPG,Childrens Non Fiction,RECLASSIFY,Childrens Non Fiction
9780756633677,Grow It Cook It,,,YNPG,Childrens Non Fiction,RECLASSIFY,Childrens Non Fiction
9781986466400,Garden Planner Journal - Daily Planning Notebook Gardening Lover Journal Personal Garden Record Log Book 8.5x11 Inches,,,WFW,Craft,RECLASSIFY,Craft
9781864706536,Green Spaces In The Community,,,AMVD,Architecture,RECLASSIFY,Architecture
9781419723896,Handpicked - Simple Sustainable And Seasonal Flower Arrangements,,,WFW,Craft,RECLASSIFY,Craft
9781564588685,Complete Guide To Flower Arranging,,,WFW,Craft,RECLASSIFY,Craft
9780847863174,Nina Campbell Interior Decoration - Carefree Elegance,The Arts,Design,AMR,Architecture,ADD_SECONDARY,Architecture
9781780672687,Key Interiors Since 1900,The Arts,Design,AMR,Architecture,ADD_SECONDARY,Architecture
9781788840743,Out Of The Blue - Fifty Years of Designers Guild,The Arts,Design,AMR,Architecture,ADD_SECONDARY,Architecture
9781423646495,Making Midcentury Modern,The Arts,Design,AMC,Architecture,ADD_SECONDARY,Architecture
9781988547138,Sharp Left Turn,The Arts,Music And Performing Arts,BM,Biography,ADD_SECONDARY,Biography
9781472230836,Acid For The Children - The Autobiography Of Flea The Red Hot Chili Peppers legend,The Arts,Music And Performing Arts,BGFA,Biography,ADD_SECONDARY,Biography
9781627790345,Homeward Bound - The Life Of Paul Simon,The Arts,Music And Performing Arts,BGF,Biography,ADD_SECONDARY,Biography
9780241289334,Books That Changed History - From The Art Of War To Anne Franks Diary,Reference,General,DSR,Classics,RECLASSIFY,Classics
9781786079329,Good State - On the Principles of Democracy,History And Politics,History,JPHV,Politics,ADD_SECONDARY,Politics
9781529042061,All Creatures Great And Small - Classic Memoirs Of A Yorkshire Country Vet,Fiction,General Fiction,BM,Biography,RECLASSIFY,Biography
9781839642197,WB Yeats Selected Poetry - Flame Tree Collectable Classics,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9780063078697,Bridgerton - The Duke And I TV Tie-In,Fiction,Historical Fiction,FRH,Romance,ADD_SECONDARY,Romance
9781760525118,Storm Within,Sport,General Sport And Fitness,BGSA,Biography,ADD_SECONDARY,Biography
9780995146105,Steady - A Guide to Better Mental Health Through and Beyond the Coronavirus Pandemic,Well Being,Health,VFJP,Psychology,ADD_SECONDARY,Psychology
9783791387239,Tiny Houses,The Arts,Art,AM,Architecture,ADD_SECONDARY,Architecture
9780063078901,Duke And I TV Tie-In,Fiction,Historical Fiction,FRH,Romance,ADD_SECONDARY,Romance
9781452181752,Floret Farms Discovering Dahlias - A Guide To Growing And Arranging Magnificent Blooms,,,WFW,Craft,RECLASSIFY,Craft
9781800319707,Prophet,Fiction,Classics,DCF,Poetry,ADD_SECONDARY,Poetry
9781789501636,Kew Gardens Enchanting Colouring Book,,,WF,Fashion,RECLASSIFY,Fashion
9781529045604,Prelude and Other Stories,Fiction,General Fiction,FC,Classics,RECLASSIFY,Classics
9780241435809,Is It Really Green,,,VSZ,Psychology,RECLASSIFY,Psychology
9781509881581,Place For Everything - The Curious History of Alphabetical Order,Reference,General,CBX,Languages,RECLASSIFY,Languages
9781784164386,Illness Lesson,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9781787469778,Miss Austen,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9781784876555,1984,Fiction,General Fiction,FLC,Science Fiction and Fantasy,RECLASSIFY,Science Fiction and Fantasy
9781784876586,Down And Out In Paris And London,Fiction,General Fiction,BM,Biography,RECLASSIFY,Biography
9781784876562,Homage To Catalonia,Fiction,General Fiction,BM,Biography,RECLASSIFY,Biography
9781419722424,Slim Aarons Women,The Arts,Art,AJB,Photography,ADD_SECONDARY,Photography
9781867221791,Aftershock - 2 Jessie Teska,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781781257715,I Saw The Dog - How Language Works,Reference,General,CBX,Languages,RECLASSIFY,Languages
9780008131999,Behind Her Eyes,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9780571336494,Light Perpetual,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9780141992037,War For Eternity - The Return Of Traditionalism And The Rise Of The Populist Right,History And Politics,History,JPA,Politics,ADD_SECONDARY,Politics
9780262044479,Botanicum Medicinale - A Modern Herbal Of Medicinal Plants,,,PST,General Science,RECLASSIFY,General Science
9780241521397,What Beauty There Is,Fiction,General Fiction,YFCB,"Childrens Fiction, Thriller",RECLASSIFY,"Childrens Fiction, Thriller"
9780008241827,Nightmare  2 Joona Linna,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781421582696,My Hero Academia - 1,Fiction,Graphic Novels,FXA,Manga,ADD_SECONDARY,Manga
9781529048742,My Hearts in the Highlands - Classic Scottish Poems,Fiction,Classics,DCQ,Poetry,ADD_SECONDARY,Poetry
9781788841078,Sukita - Eternity,The Arts,Art,AJB,Photography,ADD_SECONDARY,Photography
9780393731910,Prairie School - Frank Lloyd Wright and His Midwest Contemporaries,The Arts,Art,AMB,Architecture,ADD_SECONDARY,Architecture
9781922351395,Days Like These - A Comforting Practical Companion For Tired And Terrific Mums,Well Being,Health,VS,Psychology,ADD_SECONDARY,Psychology
9780711254633,Eco Hero Handbook - Simple Solutions To Tackle Eco Anxiety,Well Being,Health,VSZ,Psychology,ADD_SECONDARY,Psychology
9780847867905,De Gournay - Art On The Walls,The Arts,Art,AMR,Architecture,ADD_SECONDARY,Architecture
9780241986950,Agent Sonya - Lover Mother Soldier Spy,History And Politics,History,JPSH,Politics,ADD_SECONDARY,Politics
9780552177689,Spy Who Was Left Out In The Cold - The Secret History of Agent Goleniewski,History And Politics,History,JPSH,Politics,ADD_SECONDARY,Politics
9781398706248,Arsene Lupin Gentleman Thief - Netflix Tie In,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9780349143866,How To Make the World Add Up - Ten Rules for Thinking Differently About Numbers,Sciences,Business,KCHS,Economics,ADD_SECONDARY,Economics
9781648290343,Home Sweet Houseplant - A Room By Room Guide To Plant Decor,,,WFN,Craft,RECLASSIFY,Craft
9781648290336,Tabletop Gardens - How To Make Long - Lasting Arrangements For Every Season,,,WFW,Craft,RECLASSIFY,Craft
9781509850938,Poems For Love,Fiction,Classics,DCQ,Poetry,ADD_SECONDARY,Poetry
9783836570909,Architecture In The 20th Century,The Arts,Art,AMX,Architecture,ADD_SECONDARY,Architecture
9783836584449,Decorative Art 50s,The Arts,Art,AM,Architecture,ADD_SECONDARY,Architecture
9783836584463,Decorative Art 60s,The Arts,Art,AM,Architecture,ADD_SECONDARY,Architecture
9781781259375,Happy Traitor - Spies Lies and Exile in Russia -  The Extraordinary Story of George Blake,History And Politics,History,BGH,Biography,ADD_SECONDARY,Biography
9781569319017,One Piece - 1,Fiction,Graphic Novels,FXA,Manga,ADD_SECONDARY,Manga
9781472223821,Hamnet,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9780349143842,Cut,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9780099526780,Brunelleschis Dome - The Story of the Great Cathedral in Florence,The Arts,Art,AMN,Architecture,ADD_SECONDARY,Architecture
9780300125627,Brothers Karamazov - Worlds of the Novel,Reference,General,DSK,Classics,RECLASSIFY,Classics
9781877577918,Missionaries Wives And Roses,,,BGH,Biography,RECLASSIFY,Biography
9781250244499,One Last Stop,Fiction,General Fiction,FRD,Romance,RECLASSIFY,Romance
9781529046199,Pull Of The Stars,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9781529032475,Yellow Bird Sings,Fiction,General Fiction,FV,Historical Fiction,RECLASSIFY,Historical Fiction
9781847170675,Wit of Oscar Wilde,Reference,General,WH,Humour,RECLASSIFY,Humour
9780141991672,Twilight of Democracy - The Failure of Politics and the Parting of Friends,History And Politics,History,JPHX,Politics,ADD_SECONDARY,Politics
9781787460980,V2,Fiction,Crime Fiction,FH,Thriller,ADD_SECONDARY,Thriller
9781472285881,Know Your Endo - An Empowering Guide To Health And Hope With Endometriosis,Well Being,Health,VFJB,Psychology,ADD_SECONDARY,Psychology
9781408878576,Free Woman - Life Liberation and Doris Lessing,Reference,General,DSK,Classics,RECLASSIFY,Classics
9780847870141,Charlotte Moss Flowers,,,WFW,Craft,RECLASSIFY,Craft
9781599621623,Paris -  From The Air,The Arts,Art,AJ,Photography,ADD_SECONDARY,Photography
9781908337597,Year in Flowers -  Inspiration for Everyday Living,,,WFW,Craft,RECLASSIFY,Craft
9781421598031,My Hero Academia - 13,Fiction,Graphic Novels,FXA,Manga,ADD_SECONDARY,Manga
9781421599472,My Hero Academia - 14,Fiction,Graphic Novels,FXA,Manga,ADD_SECONDARY,Manga
9781922310699,We See It All -  liberty and justice in the age of perpetual surveillance,History And Politics,History,JPVH1,Politics,ADD_SECONDARY,Politics
9781838773342,Prince And A Spy,Fiction,Crime Fiction,FV,Historical Fiction,ADD_SECONDARY,Historical Fiction
9780241993934,Precipice - Neoliberalism The Pandemic And The Urgent Need For Radical Change,History And Politics,History,JPB,Politics,ADD_SECONDARY,Politics
9781925820805,Cancer Companion - How to Navigate Your Way from Diagnosis to Treatment and Beyond,Well Being,Health,VFJB,Psychology,ADD_SECONDARY,Psychology
